Customer_ID,Customer_Name,Customer_Segment,City_ID,City,State,Region
CU0431,Customer 431,Regular,C004,Chennai,Tamil Nadu,South
CU0432,Customer 432,Regular,C013,Chandigarh,Chandigarh,North
CU0433,Customer 433,Regular,C004,Chennai,Tamil Nadu,South
CU0434,Customer 434,Regular,C011,Indore,Madhya Pradesh,Central
CU0435,Customer 435,Premium,C011,Indore,Madhya Pradesh,Central
CU0436,Customer 436,Regular,C014,Surat,Gujarat,West
CU0437,Customer 437,Regular,C007,Pune,Maharashtra,West
CU0438,Customer 438,New,C013,Chandigarh,Chandigarh,North
CU0439,Customer 439,Regular,C014,Surat,Gujarat,West
CU0440,Customer 440,Regular,C005,Hyderabad,Telangana,South
CU0441,Customer 441,New,C002,Mumbai,Maharashtra,West
CU0442,Customer 442,Regular,C005,Hyderabad,Telangana,South
CU0443,Customer 443,Regular,C011,Indore,Madhya Pradesh,Central
CU0444,Customer 444,Premium,C002,Mumbai,Maharashtra,West
CU0445,Customer 445,New,C007,Pune,Maharashtra,West
CU0446,Customer 446,Regular,C013,Chandigarh,Chandigarh,North
CU0447,Customer 447,Regular,C012,Kochi,Kerala,South
CU0448,Customer 448,Regular,C007,Pune,Maharashtra,West
CU0449,Customer 449,Premium,C003,Bengaluru,Karnataka,South
CU0450,Customer 450,Regular,C015,Nagpur,Maharashtra,Central
CU0451,Customer 451,New,C001,Delhi,Delhi,North
CU0452,Customer 452,Regular,C006,Kolkata,West Bengal,East
CU0453,Customer 453,Regular,C006,Kolkata,West Bengal,East
CU0454,Customer 454,Regular,C003,Bengaluru,Karnataka,South
CU0455,Customer 455,Regular,C006,Kolkata,West Bengal,East
CU0456,Customer 456,Regular,C004,Chennai,Tamil Nadu,South
CU0457,Customer 457,Regular,C015,Nagpur,Maharashtra,Central
CU0458,Customer 458,Regular,C010,Lucknow,Uttar Pradesh,North
CU0459,Customer 459,Premium,C014,Surat,Gujarat,West
CU0460,Customer 460,Regular,C015,Nagpur,Maharashtra,Central
CU0461,Customer 461,New,C015,Nagpur,Maharashtra,Central
CU0462,Customer 462,Regular,C005,Hyderabad,Telangana,South
CU0463,Customer 463,New,C009,Jaipur,Rajasthan,North
CU0464,Customer 464,Regular,C005,Hyderabad,Telangana,South
CU0465,Customer 465,Regular,C015,Nagpur,Maharashtra,Central
CU0466,Customer 466,Premium,C012,Kochi,Kerala,South
CU0467,Customer 467,Regular,C001,Delhi,Delhi,North
CU0468,Customer 468,Regular,C005,Hyderabad,Telangana,South
CU0469,Customer 469,New,C003,Bengaluru,Karnataka,South
CU0470,Customer 470,Regular,C003,Bengaluru,Karnataka,South
CU0471,Customer 471,Premium,C001,Delhi,Delhi,North
CU0472,Customer 472,Premium,C009,Jaipur,Rajasthan,North
CU0473,Customer 473,Regular,C010,Lucknow,Uttar Pradesh,North
CU0474,Customer 474,New,C007,Pune,Maharashtra,West
CU0475,Customer 475,Premium,C009,Jaipur,Rajasthan,North
CU0476,Customer 476,New,C011,Indore,Madhya Pradesh,Central
CU0477,Customer 477,Regular,C005,Hyderabad,Telangana,South
CU0478,Customer 478,Regular,C012,Kochi,Kerala,South
CU0479,Customer 479,Premium,C005,Hyderabad,Telangana,South
CU0480,Customer 480,New,C002,Mumbai,Maharashtra,West
CU0481,Customer 481,Regular,C012,Kochi,Kerala,South
CU0482,Customer 482,Regular,C008,Ahmedabad,Gujarat,West
CU0483,Customer 483,Regular,C015,Nagpur,Maharashtra,Central
CU0484,Customer 484,Regular,C015,Nagpur,Maharashtra,Central
CU0485,Customer 485,Regular,C001,Delhi,Delhi,North
CU0486,Customer 486,Regular,C004,Chennai,Tamil Nadu,South
CU0487,Customer 487,Regular,C004,Chennai,Tamil Nadu,South
CU0488,Customer 488,Regular,C008,Ahmedabad,Gujarat,West
CU0489,Customer 489,Regular,C013,Chandigarh,Chandigarh,North
CU0490,Customer 490,Regular,C002,Mumbai,Maharashtra,West
CU0491,Customer 491,Regular,C014,Surat,Gujarat,West
CU0492,Customer 492,Regular,C011,Indore,Madhya Pradesh,Central
CU0493,Customer 493,Regular,C008,Ahmedabad,Gujarat,West
CU0494,Customer 494,Regular,C006,Kolkata,West Bengal,East
CU0495,Customer 495,New,C005,Hyderabad,Telangana,South
CU0496,Customer 496,Regular,C002,Mumbai,Maharashtra,West
CU0497,Customer 497,Regular,C002,Mumbai,Maharashtra,West
CU0498,Customer 498,Regular,C008,Ahmedabad,Gujarat,West
CU0499,Customer 499,Premium,C007,Pune,Maharashtra,West
CU0500,Customer 500,Premium,C007,Pune,Maharashtra,West
